"Temperature, K","Pressure, kPa","Viscosity, Pas",salt_name
343.15,7360,0.0102 ± 0.0006,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,35560,0.0126 ± 0.0008,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,48760,0.0138 ± 0.0008,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,69300,0.016 ± 0.001,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,85200,0.0177 ± 0.0011,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,96500,0.0192 ± 0.0012,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,110550,0.0212 ± 0.0013,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
343.15,125530,0.0234 ± 0.0014,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
298.15,100,0.071 ± 0.0043,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
298.15,2990,0.071 ± 0.0043,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
